Image,Name,Status,Disease Name
augimg/Rose___leaf_spot/bblack_spot_of_roses.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/orgi-Capture.PNG 3.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/dCapture.PNG 9.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/xCapture.PNG 32.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/dCapture.PNG 8.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/cCapture.PNG 34.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/bCapture.PNG 24.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/yCapture.PNG 18.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/bCapture.PNG 31.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/orgi-download.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/yimages (2).jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/zCapture.PNG 17.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/xCapture.PNG 21.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/orgi-Capture.PNG 29.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/dimages (1).jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/orgi-Capture.PNG 6.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/aCapture.PNG 11.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/yCapture.PNG 19.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/orgi-UK_advice-pests-diseases-black-spot_header.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/orgi-damaged-rose-leaves.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/aPUB0004498_920494.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/dCapture.PNG 11.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/zCapture.PNG 7.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/zCapture.PNG 14.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/aCapture.PNG 22.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/yCapture.PNG 17.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/ablack-spot-big.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/cimages (1).jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/orgi-images (1).jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/dCapture.PNG 14.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/orgi-Capture.PNG 19.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/xCapture.PNG 25.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/aCapture.PNG 10.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/aUK_advice-pests-diseases-black-spot_header.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/bCapture.PNG 29.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/drose_blackspot.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/bCapture.PNG 20.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/bCapture.PNG 16.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/orgi-Capture.PNG 25.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/aCapture.PNG 6.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/zCapture.PNG 11.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/yimages.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/bCapture.PNG 3.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/dCapture.PNG 23.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/bCapture.PNG 7.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/dblack-spot-big.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/dCapture.PNG 22.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/yCapture.PNG 33.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/xCapture.PNG 30.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/bCapture.PNG 21.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/bCapture.PNG 6.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/cCapture.PNG 16.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/yCapture.PNG 3.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/dCapture.PNG 15.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/orgi-Capture.PNG 31.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/xCapture.PNG 15.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/aCapture.PNG 35.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/aCapture.PNG 27.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/orgi-Capture.PNG 36.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/xCapture.PNG 4.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/aimages (1).jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/xCapture.PNG 13.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/orgi-Capture.PNG 15.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/yCapture.PNG 13.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/aCapture.PNG 32.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/cCapture.PNG 23.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/xCapture.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/crose_blackspot.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/bdownload (1).jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/dCapture.PNG 12.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/orgi-Capture.PNG 34.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/cdownload.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/xCapture.PNG 27.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/zCapture.PNG 1.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/aCapture.PNG 8.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/zdownload.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/cCapture.PNG 3.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/yCapture.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/dCapture.PNG 2.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/zCapture.PNG 34.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/cCapture.PNG 18.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/bCapture.PNG 27.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/zCapture.PNG 22.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/cCapture.PNG 8.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/dCapture.PNG 29.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/bblack-spot-big.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/yCapture.PNG 22.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/zblack-spot-big.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/zBlackSpot_onRose-56f18bb03df78ce5f83c10e0.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/orgi-Capture.PNG 11.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/orgi-Capture.PNG 10.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/ximages (1).jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/xCapture.PNG 31.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/dCapture.PNG 30.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/aCapture.PNG 24.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/xdownload (1).jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/zUK_advice-pests-diseases-black-spot_header.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/zblack_spot_of_roses.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/aBlackSpot_onRose-56f18bb03df78ce5f83c10e0.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/dCapture.PNG 16.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/cCapture.PNG 28.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/dCapture.PNG 21.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/xCapture.PNG 10.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/orgi-Capture.PNG 26.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/dimages.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/yCapture.PNG 5.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/bCapture.PNG 32.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/xCapture.PNG 28.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/yCapture.PNG 27.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/dCapture.PNG 24.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/xCapture.PNG 34.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/aimages (2).jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/aCapture.PNG 12.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/xCapture.PNG 12.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/zCapture.PNG 27.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/yCapture.PNG 21.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/bCapture.PNG 2.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/cCapture.PNG 1.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/xCapture.PNG 6.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/zCapture.PNG 29.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/dCapture.PNG 25.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/cCapture.PNG 7.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/xCapture.PNG 17.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/xCapture.PNG 23.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/zimages (2).jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/cCapture.PNG 25.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/bBlackSpot_onRose-56f18bb03df78ce5f83c10e0.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/ximages (2).jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/cCapture.PNG 14.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/xCapture.PNG 29.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/xblack_spot_of_roses.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/aCapture.PNG 7.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/bCapture.PNG 15.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/xCapture.PNG 35.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/orgi-Capture.PNG 20.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/cCapture.PNG 35.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/cCapture.PNG 27.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/orgi-images (2).jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/aCapture.PNG 1.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/yCapture.PNG 11.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/aCapture.PNG 21.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/dCapture.PNG 28.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/xCapture.PNG 24.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/aCapture.PNG 30.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/cimages.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/aCapture.PNG 3.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/zdownload (1).jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/bCapture.PNG 30.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/dCapture.PNG 31.PNG,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/ddownload.jpg,Rose,diseased,leaf_spot
augimg/Rose___leaf_spot/dblack_spot_of_roses.jpg,Rose,diseased,leaf_spot
augimg/Tomato___anthracnose/yCapture.PNG 7.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/bCapture.PNG 28.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/zimages.jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/bimages (9).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/orgi-images (8).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/zCapture.PNG 19.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/bimages (1).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/aCapture.PNG 20.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/aimages (4).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/dimages (10).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/ximages (17).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/orgi-Capture.PNG 18.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/yimages (9).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/xCapture.PNG 3.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cCapture.PNG 33.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/bCapture.PNG 22.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/aCapture.PNG 14.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/dCapture.PNG 20.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/xSeptoria-Blight.jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/orgi-Capture.PNG 4.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cimages (13).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cimages (3).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/ximages.jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/adownload.jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/yimages (4).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/orgi-images (19).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/xCapture.PNG 19.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/xCapture.PNG 22.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cCapture.PNG 19.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/dimages (8).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/orgi-Capture.PNG 8.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/yimages (18).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/zCapture.PNG 2.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/aimages.jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/orgi-Capture.PNG 16.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/yCapture.PNG 32.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/xCapture.PNG 2.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cCapture.PNG 32.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/zCapture.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/ySeptoria-Blight.jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/yimages (1).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/dimages (15).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cCapture.PNG 11.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/adownload (2).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/ximages (10).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/orgi-images (23).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/aimages (14).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/ximages (13).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/aCapture.PNG 13.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/bimages (10).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/bimages (15).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/yCapture.PNG 30.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/dCapture.PNG 6.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/aCapture.PNG 33.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/orgi-Capture.PNG 28.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/orgi-Capture.PNG 7.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cCapture.PNG 30.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cimages (10).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/orgi-images (6).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/orgi-Capture.PNG 22.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/bCapture.PNG 25.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/yimages (7).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/dimages (20).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cSeptoria_Leaf_Spot_of_Tomato186.jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/aimages (21).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cCapture.PNG 26.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/dCapture.PNG 32.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/zCapture.PNG 5.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/yCapture.PNG 29.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/adownload (1).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/yimages (23).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/orgi-Capture.PNG 13.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/dCapture.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/zCapture.PNG 8.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/zimages (10).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/bdownload (2).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/aCapture.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/bimages (3).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/zCapture.PNG 12.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/dimages (24).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/yCapture.PNG 4.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/yCapture.PNG 31.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/aSeptoria-Blight.jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/dCapture.PNG 5.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cimages (9).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/orgi-Capture.PNG 1.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cimages (6).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/ydownload.jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/bimages (22).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/orgi-images (22).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/ySeptoria_Leaf_Spot_of_Tomato186.jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/zCapture.PNG 4.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/dCapture.PNG 26.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/bCapture.PNG 13.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/zimages (18).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/aCapture.PNG 29.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/bCapture.PNG 5.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/zimages (22).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/zCapture.PNG 6.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cCapture.PNG 2.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/yimages (24).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cdownload (2).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/zimages (25).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/zCapture.PNG 20.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/xSeptoria_Leaf_Spot_of_Tomato186.jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/bCapture.PNG 19.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/aimages (7).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/zCapture.PNG 26.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/orgi-download (1).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/zSeptoria-leaf-spot-on-tomato.jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/orgi-Septoria_Leaf_Spot_of_Tomato186.jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/aCapture.PNG 31.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/bCapture.PNG 18.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/yCapture.PNG 26.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/xCapture.PNG 26.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/ximages (3).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/orgi-Capture.PNG 14.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/aCapture.PNG 28.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/ydownload (1).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/dCapture.PNG 17.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/bCapture.PNG 23.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/orgi-Capture.PNG 2.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cCapture.PNG 29.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/bimages (13).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cimages (8).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/dtomato-blight-312.jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/bSeptoria_Leaf_Spot_of_Tomato186.jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/yCapture.PNG 12.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/ySeptoria-leaf-spot-on-tomato.jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cCapture.PNG 17.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/xdownload (2).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/zimages (15).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/orgi-Capture.PNG 21.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/dimages (5).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/zCapture.PNG 13.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/yCapture.PNG 23.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/bimages (23).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cimages (12).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/bimages.jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/orgi-Capture.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cdownload (1).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/orgi-images.jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/xdownload.jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/zimages (5).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/ddownload (1).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/ximages (6).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cCapture.PNG 5.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cimages (7).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cimages (2).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/dimages (4).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/aCapture.PNG 34.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/yCapture.PNG 8.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/aCapture.PNG 4.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/bdownload.jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/dCapture.PNG 13.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/bimages (17).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/yCapture.PNG 34.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/cimages (4).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/aimages (20).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/aCapture.PNG 2.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/xCapture.PNG 1.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/yimages (12).jpg,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/zCapture.PNG 3.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/orgi-Capture.PNG 17.PNG,Tomato,diseased,anthracnose
augimg/Tomato___anthracnose/yCapture.PNG 20.PNG,Tomato,diseased,anthracnose
